building_id,geo_level_1_id,geo_level_2_id,geo_level_3_id,count_floors_pre_eq,age,area_percentage,height_percentage,land_surface_condition,foundation_type,roof_type,ground_floor_type,other_floor_type,position,plan_configuration,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,legal_ownership_status,count_families,has_secondary_use,has_secondary_use_agriculture,has_secondary_use_hotel,has_secondary_use_rental,has_secondary_use_institution,has_secondary_use_school,has_secondary_use_industry,has_secondary_use_health_post,has_secondary_use_gov_office,has_secondary_use_use_police,has_secondary_use_other,damage_grade
314331,30,102,7094,2,20,7,4,t,r,n,x,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
367681,10,142,2192,1,50,9,3,t,u,n,x,j,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
42640,18,371,10351,2,80,7,8,t,h,n,f,x,t,d,0,0,1,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
392643,17,263,7997,2,0,6,4,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
76741,20,497,8740,2,0,7,7,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,1
389766,26,39,1851,1,10,10,3,t,u,n,v,j,s,d,0,0,0,0,0,1,0,0,0,0,0,a,1,0,0,0,0,0,0,0,0,0,0,0,2
488620,20,158,2452,1,5,5,3,t,u,q,v,j,s,d,0,0,0,0,0,1,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
421405,17,944,3298,1,10,10,2,t,r,q,f,j,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
191796,21,9,12216,2,20,3,6,n,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
933538,4,689,5142,2,20,5,4,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
484950,17,930,10707,3,20,7,7,t,r,n,f,q,t,d,0,1,0,0,0,0,1,1,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,2
115661,0,163,1263,2,20,9,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
25318,7,964,10605,2,40,10,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,1,0,0,0,0,0,0,0,0,0,2
673428,10,76,5890,2,30,12,8,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
573653,17,566,8505,3,5,6,8,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,3
651553,22,165,10190,2,45,7,4,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
879466,17,1357,11928,2,0,9,5,t,r,n,f,x,s,d,0,1,1,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
926575,6,673,10576,2,0,8,6,t,r,n,f,q,s,d,1,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
351141,10,735,519,2,15,4,4,t,r,q,f,x,s,d,1,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
791206,10,1207,3116,2,20,3,4,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,3
434329,24,927,6996,2,75,3,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
132909,11,155,9162,2,35,6,8,n,r,n,f,x,s,d,0,1,1,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
555497,11,660,2390,2,20,8,5,t,r,n,f,x,s,d,1,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
672857,22,355,11875,1,5,8,2,t,r,n,x,j,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
819173,26,886,9266,2,5,10,4,t,w,n,f,x,s,d,0,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
654622,6,384,1838,3,45,9,7,t,r,n,f,q,s,d,1,0,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
839590,0,885,12121,2,10,6,4,t,u,x,v,x,t,d,0,0,0,1,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
215626,16,350,320,3,25,9,6,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
211390,5,809,3174,2,10,14,7,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
592164,5,260,3227,3,50,6,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
994100,25,1368,10410,2,15,7,6,t,r,q,x,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
184163,10,88,8108,1,20,2,4,t,r,n,x,j,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
50208,11,883,12269,3,25,20,5,t,u,x,x,s,s,u,0,0,0,0,0,1,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
736783,4,369,7452,2,30,6,5,t,r,q,x,q,s,d,0,1,0,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
796172,4,1202,7243,2,0,3,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
871828,10,76,570,3,25,6,7,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
750833,3,1387,8564,4,60,7,8,t,r,n,f,q,j,d,1,0,0,0,1,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
739134,6,275,458,2,0,9,5,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
63679,21,1251,10553,3,15,11,7,t,r,n,f,q,s,d,0,0,0,1,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
1044890,21,363,2537,2,5,10,5,t,r,n,f,x,s,d,0,1,0,0,0,0,1,0,0,0,1,v,0,0,0,0,0,0,0,0,0,0,0,0,2
335977,17,421,10164,3,20,7,6,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
600188,20,158,7542,2,15,8,5,t,w,q,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,2
268409,3,1387,3795,4,80,4,8,t,r,n,f,q,t,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
529537,4,1218,10531,2,5,11,5,t,u,q,v,q,s,d,0,0,0,1,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
697432,27,548,2513,3,30,9,7,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
782726,21,30,7495,2,10,5,4,t,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
259493,2,708,2071,3,15,12,7,t,u,q,x,x,j,d,0,1,1,1,0,0,1,1,0,0,1,v,0,1,0,1,0,0,0,0,0,0,0,1,2
958597,7,1068,11388,3,20,7,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,2
662045,3,1006,6577,2,40,4,5,t,r,n,f,q,s,d,1,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
982590,10,1174,7207,1,10,6,3,t,r,n,f,j,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
78532,27,1000,4403,2,30,5,5,t,r,n,f,q,s,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
337104,26,1132,3071,2,15,6,7,n,r,q,f,q,s,d,0,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
269837,3,1006,2343,3,35,12,8,t,r,q,f,q,s,d,1,0,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
590133,17,1308,4476,2,30,6,6,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,3
817737,11,415,7404,2,10,10,6,n,r,n,f,q,s,d,0,1,1,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
760974,11,1144,2496,2,20,9,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
964062,7,49,1557,2,25,15,8,t,r,n,f,x,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
848695,7,746,5011,2,30,16,6,t,r,n,f,x,j,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,0,1,0,0,0,0,0,0,0,0,3
905988,27,216,1128,2,30,5,7,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
112046,20,254,8540,2,0,5,6,t,w,q,f,q,s,d,0,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
1052234,10,603,12101,1,20,5,3,t,r,n,f,j,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
949545,8,640,2788,2,10,7,5,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
799560,17,980,7420,2,25,3,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,1,1,0,0,0,0,0,0,0,0,0,2
674003,7,1115,3529,2,20,8,5,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,2
879602,20,1243,2247,2,70,9,5,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,3
437552,7,1273,10753,1,10,4,3,t,u,n,v,j,s,d,0,0,0,0,0,1,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
392608,27,548,3055,3,20,4,6,t,r,n,f,q,t,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
427230,7,617,4566,2,25,11,5,o,r,n,f,q,j,d,0,1,0,0,0,0,1,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,3
334914,6,449,3565,3,20,17,10,n,i,x,v,s,t,d,0,0,0,0,0,0,0,0,1,0,0,v,1,1,0,1,0,0,0,0,0,0,0,0,1
826445,21,336,6872,2,5,11,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
891926,10,735,10221,1,15,3,2,t,r,n,f,j,s,q,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
955437,17,1119,12390,2,15,6,5,n,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
37078,20,1209,4719,2,20,5,5,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
739458,10,310,3637,2,15,5,4,t,r,q,x,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
227665,27,269,11725,1,20,4,2,t,r,n,f,j,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
657927,15,265,4875,2,25,7,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
74414,26,39,633,2,5,16,7,t,i,x,v,s,s,d,0,0,0,0,0,0,0,0,0,1,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
701824,25,1186,11106,2,20,4,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
15348,16,38,3230,2,60,9,6,t,h,n,f,x,s,d,0,1,0,0,0,0,0,0,1,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
62410,13,503,3253,2,15,6,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
221470,6,1170,3236,2,45,8,7,n,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
952106,4,55,2653,2,25,7,4,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
794738,17,566,12387,3,25,7,7,n,r,n,f,x,t,d,1,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
313535,13,57,9612,2,0,6,4,t,r,n,x,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
725959,25,843,1873,2,35,6,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
20171,22,890,10045,1,80,7,2,t,r,n,f,j,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
272862,8,678,8780,3,35,2,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
375324,17,682,1743,2,60,4,4,t,r,n,x,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,0,1,1,0,0,0,0,0,0,0,0,0,3
358545,27,533,11882,3,50,6,6,t,r,n,f,q,s,d,1,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
501909,4,1218,7428,2,10,8,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
628349,26,991,2170,1,5,6,2,t,w,n,f,j,s,d,0,0,0,0,0,0,1,0,0,0,0,a,0,0,0,0,0,0,0,0,0,0,0,0,1
292429,17,566,426,3,50,10,8,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,3,0,0,0,0,0,0,0,0,0,0,0,3
706545,13,606,10281,2,10,7,5,t,r,q,x,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
510027,10,76,5890,2,15,12,7,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
754963,13,311,3370,2,15,17,5,t,r,n,f,x,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
549537,17,682,4253,2,40,4,4,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
964853,22,171,2542,2,35,7,5,t,r,n,f,q,s,d,0,1,1,0,1,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
511512,3,1229,7251,2,30,5,7,n,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
835105,1,1294,3961,3,5,8,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
616910,25,779,8590,2,15,7,6,t,r,n,f,q,s,d,1,1,1,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
236865,13,1212,8748,2,35,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
191054,13,1211,9827,2,25,13,4,n,r,n,x,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
206577,21,727,4576,3,15,10,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
862433,4,1235,9583,3,20,9,6,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
691898,17,582,12525,3,15,9,6,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
724228,13,1053,6250,2,0,7,7,o,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,2
618222,7,1306,10655,2,20,4,5,t,r,q,x,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
1022331,17,1279,10787,3,40,9,13,n,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
812808,0,793,6958,2,10,11,5,t,r,n,x,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
93673,6,453,3486,3,15,9,7,t,r,q,f,q,s,d,1,0,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
899369,13,1211,9827,2,0,11,5,o,r,n,x,q,t,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
229780,12,1353,956,3,45,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
232309,27,548,10505,2,10,10,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
2672,22,1113,6198,2,80,4,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
689083,20,1209,3992,1,30,5,3,t,r,n,f,j,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
744886,20,1021,2035,2,0,10,5,t,w,q,f,x,s,d,0,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
16077,6,565,4896,3,10,9,7,t,r,n,f,q,s,d,0,1,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
364771,13,373,8242,2,0,14,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
198873,21,1251,6306,2,60,10,5,t,r,n,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
952684,21,941,7234,3,25,5,5,n,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
195122,10,661,8482,1,10,17,3,t,i,x,v,j,t,d,0,0,0,0,0,1,0,0,0,1,0,v,1,1,0,1,0,0,0,0,0,0,0,0,2
137363,6,744,9367,2,20,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,2
645630,12,810,5420,2,20,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
462334,22,1380,933,2,30,11,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
666824,6,1135,7466,1,40,4,3,n,r,n,f,j,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
559768,7,1328,877,2,55,10,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
276412,25,34,12229,2,15,5,5,t,r,q,f,q,s,d,0,1,0,0,0,0,1,0,0,0,1,v,1,0,0,0,0,0,0,0,0,0,0,0,2
160812,20,158,3419,2,15,4,5,t,w,q,f,q,s,d,0,1,0,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
372869,20,1339,10274,1,15,6,2,n,r,n,f,j,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
72221,8,433,4963,3,30,8,7,t,r,q,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
355327,30,380,3114,2,30,6,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
672132,1,1169,1963,2,15,12,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
760249,21,363,3306,3,10,5,5,t,r,n,f,x,s,d,0,1,0,0,0,0,0,0,0,0,0,v,0,0,0,0,0,0,0,0,0,0,0,0,2
566929,8,98,6600,3,10,5,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
371028,20,863,8297,2,5,9,6,t,w,q,f,q,s,d,0,1,0,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
108416,21,645,10636,3,15,8,6,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
368028,25,349,11272,2,35,9,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
521469,14,162,7103,2,15,6,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
651716,15,265,5184,2,10,6,4,n,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
639141,25,700,5206,2,35,3,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
900221,10,1278,8869,2,20,7,4,t,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
103379,17,421,10164,3,15,7,6,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
23329,26,1028,10155,2,10,5,6,t,r,n,f,x,t,d,0,1,0,0,0,0,0,0,0,0,0,v,0,1,1,0,0,0,0,0,0,0,0,0,2
989470,3,175,5357,4,50,10,9,t,r,q,f,x,j,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
379049,16,1014,797,2,15,9,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,1,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
169948,10,996,9751,2,15,6,5,t,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
313397,26,264,453,2,20,9,5,t,u,q,f,q,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
121522,13,569,3291,2,10,9,5,t,r,q,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
926238,27,1155,4278,1,10,27,3,n,u,n,x,j,t,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
320203,13,221,2395,2,20,3,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
449752,4,741,6602,2,15,11,6,t,r,q,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
155880,4,747,3990,2,20,7,5,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
28247,27,422,4747,2,15,4,5,t,r,n,f,q,t,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
1024674,22,816,7405,2,25,13,5,t,r,n,f,q,s,d,0,1,0,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
3497,26,39,9133,1,5,6,2,t,r,n,v,j,s,d,0,0,0,0,1,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
296967,12,32,2656,1,20,7,3,t,r,n,f,j,s,d,0,1,0,0,0,0,1,1,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,1
374223,20,158,9229,2,10,4,6,t,r,q,f,x,s,d,0,1,0,0,0,0,1,0,0,0,0,v,2,0,0,0,0,0,0,0,0,0,0,0,3
750518,18,1092,10639,2,0,8,4,t,i,n,f,x,s,q,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
2523,7,1068,10137,2,10,4,4,t,r,n,f,x,s,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
977681,6,1060,11149,1,5,11,3,t,r,n,f,j,s,d,1,0,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
970012,8,396,1108,2,20,4,5,t,r,n,f,q,s,d,0,1,0,0,1,0,0,0,0,0,1,v,1,0,0,0,0,0,0,0,0,0,0,0,3
271927,26,358,5659,2,15,14,5,t,w,n,v,q,s,d,0,1,0,1,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,2
3472,13,1258,7899,2,55,4,6,t,r,n,f,x,t,d,0,1,0,0,0,0,1,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
513937,18,1092,3916,3,995,11,6,t,r,n,f,q,t,d,0,1,0,0,0,0,0,0,0,0,0,v,1,0,0,0,0,0,0,0,0,0,0,0,3
151682,4,219,12132,2,15,8,4,t,r,n,f,q,s,d,0,1,0,0,0,0,0,0,0,0,0,v,0,1,1,0,0,0,0,0,0,0,0,0,2
